QB X,QB Y,QB_R X,QB_R Y
0.9130000000000006,0.001667318883770806,0.9130000000000006,0.1957938077266098
0.9240000000000006,0.00133494842761096,0.9240000000000006,0.1941876789383591
0.9350000000000006,0.001062008812767301,0.9350000000000006,0.1926968696776871
0.9460000000000006,0.0008399694373195302,0.9460000000000006,0.1913081925540771
0.9570000000000006,0.0006608638227583896,0.9570000000000006,0.1900100432113616
0.9680000000000006,0.0005174809852875782,0.9680000000000006,0.1887923151056692
0.9790000000000006,0.000403467880712385,0.9790000000000006,0.1876462742611497
0.9900000000000007,0.0003133542616620354,0.9900000000000007,0.1865644109628082
1.001000000000001,0.0002425188584304775,1.001000000000001,0.1855402840946032
1.012,0.0001871176598747963,1.012,0.1845683701494115
1.023,0.0001439927411708644,1.023,0.183643924563986
1.034,0.0001105756075084445,1.034,0.182762859150404
