QB X,QB Y,QB_R X,QB_R Y
0.4070000000000002,0.7409722291621871,0.4070000000000002,0.7542767193891042
0.4180000000000002,0.6611850187191874,0.4180000000000002,0.7091726034349547
0.4290000000000002,0.5736636075617499,0.4290000000000002,0.67592411383824
0.4400000000000002,0.4830010393139981,0.4400000000000002,0.6497503420791307
0.4510000000000002,0.3921131334612138,0.4510000000000002,0.6272517311608952
0.4620000000000002,0.3044716846682109,0.4620000000000002,0.6069378160101304
0.4730000000000003,0.227879307701723,0.4730000000000003,0.5880142862842332
0.4840000000000003,0.1754490070588203,0.4840000000000003,0.5700277838869104
0.4950000000000003,0.1452308542063734,0.4950000000000003,0.5527036026455545
0.5060000000000002,0.1261263263289576,0.5060000000000002,0.5358691667308412
0.5170000000000002,0.1125634861919186,0.5170000000000002,0.5194125071968032
0.5280000000000002,0.1019740412088507,0.5280000000000002,0.5032601176787445
0.5390000000000003,0.09329761207142709,0.5390000000000003,0.4873641805904959
0.5500000000000003,0.08594646042560251,0.5500000000000003,0.4716947354091391
0.5610000000000003,0.07956532525233614,0.5610000000000003,0.4562350079674206
0.5720000000000003,0.07392333464876952,0.5720000000000003,0.4409787050565531
0.5830000000000003,0.06886197101170342,0.5830000000000003,0.4259286674412553
0.5940000000000003,0.06426772793936054,0.5940000000000003,0.411096555615911
0.6050000000000003,0.06005663659671011,0.6050000000000003,0.3965033982190816
0.6160000000000003,0.05616496310359951,0.6160000000000003,0.3821808958596461
0.6270000000000003,0.05254333427456759,0.6270000000000003,0.3681733242812975
0.6380000000000003,0.0491528765270328,0.6380000000000003,0.3545396502961901
0.6490000000000004,0.04596259321556267,0.6490000000000004,0.341354958727736
0.6600000000000004,0.04294753441276311,0.6600000000000004,0.3287094699519372
0.6710000000000004,0.04008749112911718,0.6710000000000004,0.3167027012770912
0.6820000000000004,0.03736604657947402,0.6820000000000004,0.305430899167483
0.6930000000000004,0.03476987718873452,0.6930000000000004,0.2949692059801833
0.7040000000000004,0.03228823110481366,0.7040000000000004,0.2853551892027867
0.7150000000000004,0.02991253534361124,0.7150000000000004,0.2765822355269238
0.7260000000000004,0.02763609668200894,0.7260000000000004,0.2686059667085954
0.7370000000000004,0.02545387065282018,0.7370000000000004,0.2613587872275328
0.7480000000000004,0.02336227885566808,0.7480000000000004,0.2547647817675808
0.7590000000000005,0.0213590584620237,0.7590000000000005,0.2487502144238012
0.7700000000000005,0.01944313000220742,0.7700000000000005,0.2432489771316146
0.7810000000000005,0.01761447081777162,0.7810000000000005,0.2382043906210628
0.7920000000000005,0.01587398240095899,0.7920000000000005,0.2335689747863432
0.8030000000000005,0.01422334067015503,0.8030000000000005,0.2293033175618733
0.8140000000000005,0.01266481952180508,0.8140000000000005,0.2253746662777586
0.8250000000000005,0.01120108025943603,0.8250000000000005,0.221755534128799
0.8360000000000005,0.009834923209978129,0.8360000000000005,0.2184224387095802
0.8470000000000005,0.008569003334445779,0.8470000000000005,0.215354810646983
0.8580000000000005,0.00740551893224504,0.8580000000000005,0.212534081775813
0.8690000000000005,0.006345891079094188,0.8690000000000005,0.2099429557818763
0.8800000000000006,0.005390459944396305,0.8800000000000006,0.2075648641385322
0.8910000000000006,0.004538230578647937,0.8910000000000006,0.2053836083646451
0.9020000000000006,0.003786702694575854,0.9020000000000006,0.2033831827263406
0.9130000000000006,0.003131814232001719,0.9130000000000006,0.2015477595532291
0.9240000000000006,0.002568016237248199,0.9240000000000006,0.199861805080308
0.9350000000000006,0.002088478135302655,0.9350000000000006,0.1983102814568569
0.9460000000000006,0.00168540158167879,0.9460000000000006,0.1968788845028301
0.9570000000000006,0.001350403080911954,0.9570000000000006,0.1955542693613299
0.9680000000000006,0.001074915532585249,0.9680000000000006,0.1943242269698785
0.9790000000000006,0.0008505596059180303,0.9790000000000006,0.1931777901767572
0.9900000000000007,0.0006694466541703076,0.9900000000000007,0.1921052649632943
1.001000000000001,0.000524391920531992,1.001000000000001,0.1910981956349057
1.012,0.0004090347822641503,1.012,0.1901492807833082
1.023,0.0003178771391974904,1.023,0.1892522591413523
1.034,0.0002462593294536373,1.034,0.1884017825254516
1.045,0.0001902951088898126,1.045,0.1875932888691367
1.056,0.0001467848944299348,1.056,0.1868228836695961
1.067,0.0001131218459129355,1.067,0.1860872341404534
1.078,8.720028384590414e-05,1.078,0.1853834774412424
1.089,6.733112020531971e-05,1.089,0.1847091423281437
1.1,5.21653699694508e-05,1.1,0.1840620824235363
