QB X,QB Y,QB_R X,QB_R Y
0,1.099962978329546,0,1.099962973586843
0.011,1.099952248283087,0.011,1.099952243549444
0.022,1.099937897482959,0.022,1.099937892725369
0.033,1.099918740897547,0.033,1.099918736115758
0.044,1.099893230820683,0.044,1.0998932260146
0.05500000000000001,1.099859349970897,0.05500000000000001,1.099859345140637
0.066,1.099814479930187,0.066,1.099814475076162
0.077,1.099755238355715,0.077,1.09975523347873
0.08799999999999999,1.099677278030476,0.08799999999999999,1.09967727313186
0.09899999999999999,1.099575040329668,0.09899999999999999,1.099575035411448
0.11,1.099441454678767,0.11,1.099441449743893
0.121,1.09926757461088,0.121,1.09926756966352
0.132,1.099042140515281,0.132,1.099042135561211
0.143,1.098751059835654,0.143,1.098751054882772
0.154,1.098376798493478,0.154,1.098376793552504
0.165,1.097897684230208,0.165,1.097897679315631
0.176,1.097287134941057,0.176,1.09728713007243
0.187,1.096512843650699,0.187,1.096512838854456
0.198,1.095535975205679,0.198,1.095535970517703
0.209,1.094310453256027,0.209,1.094310448725319
0.2200000000000001,1.092782430875664,0.2200000000000001,1.092782426569718
0.2310000000000001,1.090890032583118,0.2310000000000001,1.090890028595861
0.2420000000000001,1.088563418634003,0.2420000000000001,1.088563415097756
0.2530000000000001,1.085725149297399,0.2530000000000001,1.085725146401231
0.2640000000000001,1.082290722912984,0.2640000000000001,1.082290720931378
0.2750000000000001,1.078169043159393,0.2750000000000001,1.078169042498263
0.2860000000000001,1.073262459025035,0.2860000000000001,1.073262460298236
0.2970000000000001,1.067465929044989,0.2970000000000001,1.067465933207939
0.3080000000000001,1.06066478223925,0.3080000000000001,1.060664790836438
0.3190000000000001,1.052730442435135,0.3190000000000001,1.052730458088219
0.3300000000000001,1.043513267240198,0.3300000000000001,1.043513294667632
0.3410000000000001,1.032831175733381,0.3410000000000001,1.032831224005316
0.3520000000000001,1.020452075501358,0.3520000000000001,1.020452163383527
0.3630000000000002,1.006080265001276,0.3630000000000002,1.006080434707781
0.3740000000000002,0.9892911623072609,0.3740000000000002,0.9892915193467762
0.3850000000000002,0.9694350178740152,0.3850000000000002,0.9694358646976192
0.3960000000000002,0.9454487486583634,0.3960000000000002,0.9454511297167254
0.4070000000000002,0.9153739491384002,0.4070000000000002,0.9153826018350698
0.4180000000000002,0.8749943127649322,0.4180000000000002,0.8750422616660913
0.4290000000000002,0.8149944703530688,0.4290000000000002,0.8155574318654671
0.4400000000000002,0.7299864517324183,0.4400000000000002,0.7378571816034253
0.4510000000000002,0.6292294130973459,0.4510000000000002,0.6753341042310362
0.4620000000000002,0.5225414243191336,0.4620000000000002,0.6355403897166836
0.4730000000000003,0.4143914193355216,0.4730000000000003,0.6063695292960356
0.4840000000000003,0.3087683768330817,0.4840000000000003,0.5823398710022479
0.4950000000000003,0.2152846199828726,0.4950000000000003,0.5610336893279051
0.5060000000000002,0.1547128825531481,0.5060000000000002,0.5414051759141834
0.5170000000000002,0.1235278020426214,0.5170000000000002,0.5228820364120912
0.5280000000000002,0.1046616336517284,0.5280000000000002,0.5051333123104895
0.5390000000000003,0.0914738104633795,0.5390000000000003,0.487954989204929
0.5500000000000003,0.08124381519490025,0.5500000000000003,0.4712177832292876
0.5610000000000003,0.07291165325646408,0.5610000000000003,0.4548395059729039
0.5720000000000003,0.06589232565714732,0.5720000000000003,0.4387689396816914
0.5830000000000003,0.05983374205633085,0.5830000000000003,0.4229766958804587
0.5940000000000003,0.05450783406484397,0.5940000000000003,0.407449982947153
0.6050000000000003,0.04975861602562154,0.6050000000000003,0.3921898740741369
0.6160000000000003,0.04547500216380056,0.6160000000000003,0.3772103455833009
0.6270000000000003,0.04157544625477749,0.6270000000000003,0.3625386925076591
0.6380000000000003,0.03799871034978815,0.6380000000000003,0.34821703692975
0.6490000000000004,0.03469803525305926,0.6490000000000004,0.3343044988676258
0.6600000000000004,0.03163730592984097,0.6600000000000004,0.3208790751715108
0.6710000000000004,0.02878844138231734,0.6710000000000004,0.3080372696642331
0.6820000000000004,0.02612956332707606,0.6820000000000004,0.295888384335811
0.6930000000000004,0.02364367376227031,0.6930000000000004,0.2845406082024902
0.7040000000000004,0.02131767080731798,0.7040000000000004,0.2740799199991499
0.7150000000000004,0.01914159059297968,0.7150000000000004,0.26454979594494
0.7260000000000004,0.01710799866827348,0.7260000000000004,0.2559428368769796
0.7370000000000004,0.01521147721693432,0.7370000000000004,0.2482085308233763
0.7480000000000004,0.01344816996634971,0.7480000000000004,0.24127062944564
0.7590000000000005,0.01181535841555773,0.7590000000000005,0.235044225941684
0.7700000000000005,0.01031105300973596,0.7700000000000005,0.2294470825531139
0.7810000000000005,0.008933592386558577,0.7810000000000005,0.2244049834375873
0.7920000000000005,0.007681253326301654,0.7920000000000005,0.2198531172303173
0.8030000000000005,0.006551883333965862,0.8030000000000005,0.2157354671705299
0.8140000000000005,0.005542575911546833,0.8140000000000005,0.2120034799504583
0.8250000000000005,0.004649413968219153,0.8250000000000005,0.2086146681785232
0.8360000000000005,0.003867307640307047,0.8360000000000005,0.2055314245659081
0.8470000000000005,0.003189947616454779,0.8470000000000005,0.202720128711738
0.8580000000000005,0.002609883630993327,0.8580000000000005,0.200150532459492
0.8690000000000005,0.002118721643141067,0.8690000000000005,0.1977953678451379
0.8800000000000006,0.001707415746578142,0.8800000000000006,0.1956301076804172
0.8910000000000006,0.001366616491789911,0.8910000000000006,0.1936328112163985
0.9020000000000006,0.001087030069155707,0.9020000000000006,0.19178399988277
0.9130000000000006,0.0008597447303971202,0.9130000000000006,0.1900665259508917
