:pwr X,:pwr Y
0,1.154773582582866
2e-09,1.15477358258492
2.0625e-09,1.154736120186582
2.160414943209277e-09,1.154795154974007
2.17127906043287e-09,1.154822925164829
2.193007294880057e-09,1.154905820530355
2.19932166373973e-09,1.154929615354009
2.202421851513312e-09,1.15493282696407
2.20626384737702e-09,1.15490921531905
2.21086522025041e-09,1.154744983707261
2.214370566390239e-09,1.1543247439338
2.217526833213556e-09,1.153413424008348
2.219440117562625e-09,1.152454262479363
2.221337353235864e-09,1.151040349701907
2.223001759639721e-09,1.149417666210344
2.224749619837745e-09,1.147671544790951
2.226418400891456e-09,1.14628410710318
2.228472669796036e-09,1.145099834983474
2.230712744888525e-09,1.144357776854518
2.233168051821703e-09,1.143967719782263
2.236113239620749e-09,1.143806329045333
2.239184041884721e-09,1.143772958979884
2.241972774268019e-09,1.143772710167199
2.24503020815499e-09,1.143769599109267
2.247717885304607e-09,1.14375296719526
2.251984103527448e-09,1.14368853773268
2.256828167967358e-09,1.143541112610839
2.262261247232932e-09,1.143204423747048
2.265416290530493e-09,1.142657303487863
2.269203230942662e-09,1.140471851735702
2.271892879625336e-09,1.136730165805958
2.273543221468704e-09,1.133930349477308
2.275237238529074e-09,1.130996545499883
2.277201634201793e-09,1.127821122415829
2.278656851272991e-09,1.125979071943639
2.280628029788814e-09,1.123871815728
2.282629981633082e-09,1.121303278609177
2.284816246521181e-09,1.116850665753254
2.286335146212282e-09,1.113164452225295
2.287906343864496e-09,1.110244376994654
2.289588059269996e-09,1.108373215412893
2.291580350784701e-09,1.107192340956845
2.293651368570514e-09,1.106533070431107
2.296140691886522e-09,1.106056678412129
2.298991084489625e-09,1.105672605920041
2.302062768898685e-09,1.105341185939005
2.305630914248638e-09,1.105026476046829
2.310115911858191e-09,1.104714714559296
2.316221257456806e-09,1.104316315466215
2.322054433136499e-09,1.103299132060931
2.328836438683919e-09,1.096610221417522
2.333892124514097e-09,1.079840657774352
2.337325161277072e-09,1.060287062846055
2.340973761717631e-09,1.038556413141942
2.343957416468162e-09,1.024695059789872
2.346755622482321e-09,1.016621830459352
2.350419838171008e-09,1.011299817955538
2.354190846069302e-09,1.009014586700849
2.358193710358643e-09,1.008118935435197
2.363009963625974e-09,1.00783466517271
2.368622914675367e-09,1.007840993437439
2.37477871573301e-09,1.007947190335169
2.38204469631857e-09,1.00809856952913
2.39121046698687e-09,1.008298218402494
2.403808824941293e-09,1.008578144969365
2.422548492012659e-09,1.00899915879837
2.454186052919669e-09,1.009703819348646
2.490602059200677e-09,1.010443152593803
2.520998818186313e-09,1.010858596657095
2.545510366664804e-09,1.010957885034907
2.560818206627432e-09,1.010892721687804
2.572569603964032e-09,1.010700521875455
2.586113885773012e-09,1.011148840959173
2.597488269195392e-09,1.013549338005041
2.602049967588759e-09,1.01473302082212
2.605840700968653e-09,1.015547935184846
2.60970460689163e-09,1.01682581279608
2.612849950913939e-09,1.01878887124239
2.61511100795611e-09,1.020191992020679
2.616838547103138e-09,1.020601935975988
2.61801547131907e-09,1.020230134241374
2.619208216449915e-09,1.019243999957722
2.620173370000493e-09,1.018049088915717
2.62107498126394e-09,1.016659515420173
2.62180539421638e-09,1.015358484906289
2.622562865561102e-09,1.014031013226073
2.623265614644153e-09,1.013064234880733
2.624181640246964e-09,1.012203590412517
2.625045595429742e-09,1.011629633219769
2.626046275322013e-09,1.011091484729772
2.627131969015985e-09,1.010570989335055
2.628295251347143e-09,1.010082044642523
2.62936953197709e-09,1.009715485872245
2.630474767604714e-09,1.009386961511931
2.631735569896335e-09,1.008999569689462
2.632959343275852e-09,1.008567795072396
2.63410880922539e-09,1.008158757974255
2.635022220223443e-09,1.007886189831716
2.636050205766983e-09,1.007642008899759
2.637108942187239e-09,1.007446281679589
2.638278812779285e-09,1.007280519423549
2.639738271990265e-09,1.007125897655134
2.641701948395695e-09,1.006976902000157
2.644072614362055e-09,1.006849737595481
2.64662822289551e-09,1.006733838189228
2.649493953809112e-09,1.006616475760314
2.652540229451272e-09,1.006510744373927
2.655417111378273e-09,1.006429465043927
2.658949327030748e-09,1.006348608388233
2.663472258235954e-09,1.006264100982304
2.668439024204134e-09,1.006184609813581
2.67393008072105e-09,1.006104709040026
2.68010309552692e-09,1.006020029772329
2.687350821912508e-09,1.005924729327924
2.696200062573987e-09,1.005812765769531
2.707291973731354e-09,1.005678448399539
2.721397335755797e-09,1.005517463923
2.739919304171009e-09,1.00532450432984
2.764912972714903e-09,1.005101898990767
2.799139778139884e-09,1.004874300065077
2.846597880078741e-09,1.004694175096579
2.913146591456613e-09,1.004527711278687
2.956573295728307e-09,1.003969568040164
3e-09,1.000028345469221
3.013213173065659e-09,0.9958810526207784
3.037759169784396e-09,0.980141347233731
3.060652590163196e-09,0.9432050008852645
3.090385866902048e-09,0.8264970141462483
3.121556381302526e-09,0.5601326108142642
3.141963717181635e-09,0.3392996027108161
3.164093613473267e-09,0.1715341378115681
3.185360283958892e-09,0.08567102112450999
3.215285842451851e-09,0.03125725590389505
3.242105966404763e-09,0.01234894308427125
3.273487624440244e-09,0.004263649595768788
3.312324242757256e-09,0.001482701809040891
3.355015406713655e-09,0.0008558211524608565
3.404845669352321e-09,0.0007329069387611483
3.46596051698735e-09,0.0007111756502742101
3.54811798943133e-09,0.0007050820352389169
3.667033159116226e-09,0.0007005779934371709
3.860289662988656e-09,0.00069526940876122
4.236821987573136e-09,0.0006886275942756994
4.781914686554142e-09,0.0006838010917938188
5.52384112576436e-09,0.0006810606524834571
6.522356083825832e-09,0.0006796907982809378
7.976834727473002e-09,0.0006787591174375331
1.004345695947921e-08,0.0006777345765318867
1.298835465575335e-08,0.000676420658865159
